Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.49369978904724,-1.15232741832733,-1.18377649784088
Afghanistan,AFG,Control of Corruption: Number of Sources,CC.NO.SRC,9,8,8
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,4.7619047164917,12.380952835083,12.2641506195068
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0,4.7619047164917,4.71698093414307
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,10.4761905670166,20.9523811340332,20.2830181121826
Afghanistan,AFG,Control of Corruption: Standard Error,CC.STD.ERR,0.157480105757713,0.182760819792747,0.173320010304451
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-1.60950922966003,-1.66956210136414,-1.87955236434937
Afghanistan,AFG,Government Effectiveness: Number of Sources,GE.NO.SRC,7,6,6
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.2380952835083,5.2380952835083,1.88679242134094
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.42857146263123,0.952380955219269,0
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,11.4285717010498,11.4285717010498,8.49056625366211
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.278781324625015,0.300028264522552,0.284880340099335
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.70263171195984,-2.51853036880493,-2.5508017539978
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5,5,5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,0.471698105335236,1.41509437561035,0.471698105335236
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,0,0,0
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,2.35849046707153,4.24528312683105,4.24528312683105
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.24160347878933,0.24306446313858,0.240944445133209
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-1.38916301727295,-1.31168210506439,-1.27180624008179
Afghanistan,AFG,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,6,6
Afghanistan,AFG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,8.09523773193359,8.09523773193359,8.96226406097412
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,3.80952382087708,3.80952382087708,3.77358484268188
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,12.380952835083,16.1904754638672,18.3962268829346
Afghanistan,AFG,Regulatory Quality: Standard Error,RQ.STD.ERR,0.214174583554268,0.22888158261776,0.22212877869606
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.83137428760529,-1.87635684013367,-1.65844225883484
Afghanistan,AFG,Rule of Law: Number of Sources,RL.NO.SRC,10,9,9
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,2.38095235824585,1.90476191043854,5.18867921829224
Afghanistan,AFG,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,0.952380955219269,0.476190477609634,1.41509437561035
Afghanistan,AFG,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,4.7619047164917,4.7619047164917,7.07547187805176
Afghanistan,AFG,Rule of Law: Standard Error,RL.STD.ERR,0.155655145645142,0.171970620751381,0.171099364757538
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.07768857479095,-1.56788992881775,-1.75158727169037
Afghanistan,AFG,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9,9
Afghanistan,AFG,Voice and Accountability: Percentile Rank,VA.PER.RNK,19.8067626953125,7.24637699127197,2.4154589176178
Afghanistan,AFG,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,13.5265703201294,1.44927537441254,0
